Recipient Primary Major,Recipient Secondary Majors,Recipient Graduation Date,Recipient Education Level,Recipient Primary College,Recipient Gender,Recipient Ethnicity,Recipient Visa Status,Recipient Veteran Status,Recipient First Generation,Recipient Athlete Status,Recipient Hometown,Recipient Graduation Group Name,Response Primary Major,Response Secondary Majors,Response Education Level,Response Graduation Date,Response Primary College,Response Status,Response Date,Outcome,Employer Name,Employer Industry,Employment Category,Employment Type,Job Function,Job Position,Found through Handshake,Employed During Education,Internship,Continuing Education School,Continuing Education Level,Continuing Education Major,Is Fellowship?,Fellowship Name,Military Branch,Military Rank,Specialization,Still Looking Option,Not Seeking Option,Location,Offer Date,Accept Date,Start Date,Annual Salary,Pay Schedule,Bonus Amount,Other Compensation,Authorized to work in US?,Knowledge Response?,Knowledge Source,How many additional offers did you receive?,In how many different positions will you be employed?,Which of the following best describes your primary position?,Which of the following best describes your view of your primary position?,How related is this position to your degree? ,Which of the following helped you find and/or obtain this position?  (Please select ALL that apply),How many additional organizations did you volunteer with during your time at Belmont?,Did you look for full time employment before deciding to go to graduate school?,Indicate how the university you will be/are attending ranks in regard to your choice:,What type of degree or continue education credit do you plan on earning?,Which of the following best describes this position?,What types of opportunities are you looking for?,How many times did you use the services or resources of your career development office?,How many times did you use the services or resources of your career development office?,"While studying for your degree, did you do any of the following? (Please select ALL that apply)",How likely would you recommend using the services and resources available through your Career Development office to a future student?
Sport Administration,,5/1/2019,Masters,College of Lib. Arts & Soc Sci,,,U.S. Citizen,,,,,,Sport Administration,,Masters,5/1/2019,,submitted,2019-05-01 14:07:17 UTC,Working,Nashville Predators,Sports & Leisure,Organization,Full-Time,General Management,Shipping and Recieving Cordnator ,,,,,,,,,,,,,,"Nashville, Tennessee, United States of America",3/27/2019,4/1/2019,5/6/2019,23504,Annual Salary,,,,,Survey Response,0,Only 1 position,New or better position with the same employer / organization since graduation,This is a professional position that aligns with my short term career goals,3,Having an internship or experiential education experience with this organization during my time at Belmont,,,,,,,,,Part-time job,2
Sport Administration,,5/6/2018,Masters,College of Lib. Arts & Soc Sci,,,U.S. Citizen,,,,,,Sport Administration,,Masters,5/1/2019,,submitted,2019-10-21 16:25:31 UTC,Working,Western Kentucky University,Higher Education,Organization,Full-Time,Recreation/Fitness,Fitness Coordinator,,,,,,,,,,,,,,"Bowling Green, Kentucky, United States of America",7/15/2019,7/16/2019,8/5/2019,33444,Annual Salary,0,,,,Survey Response,0,Only 1 position,New position and a new employer / organization since graduation,This is a professional position that aligns with my short term career goals,5,My personal contacts (family and/or friends),,,,,,,,,Part-time job,3
Sport Administration,,5/2/2019,Masters,College of Lib. Arts & Soc Sci,,,U.S. Citizen,,,,,,Sport Administration,,Masters,5/1/2019,,submitted,2019-05-03 18:26:55 UTC,Working,247Sports.com,Sports & Leisure,Organization,Full-Time,Customer/Technical Support,Shared Services Representative,Yes,Yes,,,,,,,,,,,,"Nashville, Tennessee, United States of America",8/17/2018,8/17/2018,8/21/2018,37000,Annual Salary,,,,,Survey Response,1,Only 1 position,This was the same position as when I was a student,This is a professional position that aligns with my short term career goals,3,"A job posting or resume referral through Handshake (formerly CareerConnector), An online job posting and/or social media site (LinkedIn, Indeed, company websites)",,,,,,,,,"Part-time job, Voluntary work (not for convocation credit)",4
Sport Administration,,5/1/2019,Masters,College of Lib. Arts & Soc Sci,,,U.S. Citizen,,,,,,Sport Administration,,Masters,5/1/2019,,submitted,2019-05-02 14:01:07 UTC,Working,Belmont University,Higher Education,Organization,Full-Time,Administration,Coordinator of University Scheduling and Conference Services,,,,,,,,,,,,,,"Nashville, Tennessee, United States of America",5/1/2019,5/1/2019,5/7/2019,40000,Annual Salary,0,0,,,Survey Response,0,Only 1 position,New or better position with the same employer / organization since graduation,This is a professional position that aligns with my short term career goals,3,"Having an internship or experiential education experience with this organization during my time at Belmont, My personal contacts (family and/or friends), A Belmont alumnus",,,,,,,,,"Part-time job, Voluntary work (not for convocation credit)",3
Sport Administration,,5/1/2019,Masters,College of Lib. Arts & Soc Sci,,,U.S. Citizen,,,,,,Sport Administration,,Masters,5/1/2019,,submitted,2019-08-16 23:34:51 UTC,Working,UNC Greensboro Athletics,Sports & Leisure,Organization,Full-Time,Other,Broadcast Manager,,,,,,,,,,,,,,"Greensboro, North Carolina, United States of America",7/24/2019,7/25/2019,8/5/2019,40000,Annual Salary,,,,,Survey Response,0,Only 1 position,New position and a new employer / organization since graduation,This is a professional position that aligns with my long term career goals,4,"An online job posting and/or social media site (LinkedIn, Indeed, company websites), My personal contacts (family and/or friends)",,,,,,,,,Full-time job,3
Sport Administration,,8/1/2018,Bachelors,College of Lib. Arts & Soc Sci,,,U.S. Citizen,,,,,,Sport Administration,,Bachelors,8/1/2018,,submitted,2018-08-03 15:18:30 UTC,Continuing Education,,,,,,,,,,Belmont University,Masters,Sport Administration ,,,,,,,,"Nashville, Tennessee, United States of America",,,,,,,,,,Survey Response,,,,,,,,Yes,First choice,"Other Master's Degree (M.S.W., M.S.O.T., M.S.E., M.S.N., M.A.T., M.Ed., M.Acc., or M.F.A.)",,,,,Full-time job,3
Sport Administration,,5/6/2018,Masters,College of Lib. Arts & Soc Sci,,,U.S. Citizen,,,,,,Sport Administration,,Masters,5/1/2019,,submitted,2019-12-03 19:42:44 UTC,Working,Brentwood Academy,K-12 Education,Organization,Part-Time,Recreation/Fitness,Head Basketball Coach,,Yes,,,,,,,,,,,,"Brentwood, Tennessee, United States of America",,,11/1/2019,,,,,,Yes,LinkedIn,,Only 1 position,This was the same position as when I was a student,,,My personal contacts (family and/or friends),,,,,,,,,Part-time job,
Sport Administration,,8/6/2018,Masters,College of Lib. Arts & Soc Sci,,,U.S. Citizen,,,,,,Sport Administration,,Masters,5/1/2019,,submitted,2019-12-03 17:03:50 UTC,Working,Virginia Commonwealth University,Higher Education,Organization,Full-Time,"Advertising, Media & PR",Asst Director of Athletics Communications,,,,,,,,,,,,,,"Richmond, Virginia, United States of America",,,5/1/2019,,,,,,Yes,web search ,,Only 1 position,New position and a new employer / organization since graduation,,,,,,,,,,,,Full-time job,
Sport Administration,,12/1/2018,Masters,College of Lib. Arts & Soc Sci,,,U.S. Citizen,,,,,,Sport Administration,,Masters,12/1/2018,,submitted,2019-06-21 17:15:16 UTC,Working,Belmont University,Higher Education,Organization,Full-Time,Administration,Director of Tennis,,Yes,,,,,,,,,,,,"Nashville, Tennessee, United States of America",,,1/1/2019,,,,,,,Survey Response,,,,,,,,,,,,,,,,
Sport Administration,,5/1/2019,Masters,College of Lib. Arts & Soc Sci,,,U.S. Citizen,,,,,,Sport Administration,,Masters,5/1/2019,,submitted,2019-11-14 21:11:49 UTC,Working,Advent,Design,Organization,Full-Time,,Sales Team Coordinator ,,,,,,,,,,,,,,"Nashville, Tennessee, United States of America",,,,,,,,,Yes,Survey Response,,,,,,,,,,,,,,,,
Sport Administration,,5/1/2019,Masters,College of Lib. Arts & Soc Sci,,,U.S. Citizen,,,,,,Sport Administration,,Masters,5/1/2019,,submitted,2019-12-03 18:37:56 UTC,Working,American University,Higher Education,Organization,Full-Time,Operations / Production,Assistant Director of Compliance Athletics and Recreation,,Yes,,,,,,,,,,,,"Washington, District of Columbia, United States of America",,,1/1/2019,,,,,,Yes,LinkedIn,,Only 1 position,New or better position with the same employer / organization since graduation,,,,,,,,,,,,Part-time job,
Sport Administration,,5/1/2019,Masters,College of Lib. Arts & Soc Sci,,,U.S. Citizen,,,,,,Sport Administration,,Masters,5/1/2019,,submitted,2019-12-03 18:12:41 UTC,Working,Baird,Investment / Portfolio Management,Organization,Full-Time,,,,Yes,,,,,,,,,,,,"Nashville, Tennessee, United States of America",,,4/1/2019,,,,,,Yes,LinkedIn,,,,,,,,,,,,,,,,
Sport Administration,,5/1/2019,Masters,College of Lib. Arts & Soc Sci,,,U.S. Citizen,,,,,,Sport Administration,,Masters,5/1/2019,,submitted,2019-12-03 16:56:56 UTC,Working,Belmont University,Higher Education,Organization,Full-Time,Operations / Production,Director of Operations,,,,,,,,,,,,,,"Nashville, Tennessee, United States of America",,,,,,,,,Yes,belmont website,,,,,,,,,,,,,,,,
Sport Administration,,5/1/2019,Masters,College of Lib. Arts & Soc Sci,,,U.S. Citizen,,,,,,Sport Administration,,Masters,5/1/2019,,submitted,2019-12-02 22:42:37 UTC,Working,Belmont University,Higher Education,Organization,Full-Time,Recreation/Fitness,Assistant Athletic Trainer,,,,,,,,,,,,,,"Nashville, Tennessee, United States of America",,,,,,,,,Yes,Survey Response,,,,,,,,,,,,,,,,
Sport Administration,,5/1/2019,Masters,College of Lib. Arts & Soc Sci,,,U.S. Citizen,,,,,,Sport Administration,,Masters,5/1/2019,,submitted,2019-12-03 18:24:41 UTC,Working,Blind Copy Creative,"Movies, TV, Music",Organization,Full-Time,Operations / Production,Director of Operations/Executive Assistant,,Yes,,,,,,,,,,,,"Nashville, Tennessee, United States of America",,,2/1/2019,,,,,,Yes,LinkedIn,,,This was the same position as when I was a student,,,,,,,,,,,,,
Sport Administration,,5/1/2019,Masters,College of Lib. Arts & Soc Sci,,,U.S. Citizen,,,,,,Sport Administration,,Masters,5/1/2019,,submitted,2019-12-03 15:39:16 UTC,Working,Boston University,Higher Education,Organization,Full-Time,Marketing - Brand Management,Video Coordinator,,,,,,,,,,,,,,"Boston, Massachusetts, United States of America",,,8/7/2019,,,,,,Yes,web search ,,,New position and a new employer / organization since graduation,,5,,,,,,,,,,Part-time job,
Sport Administration,,5/1/2019,Masters,College of Lib. Arts & Soc Sci,,,U.S. Citizen,,,,,,Sport Administration,,Masters,5/1/2019,,submitted,2019-12-03 16:18:24 UTC,Working,Crossfit Lake Effect,Sports & Leisure,Organization,Full-Time,Recreation/Fitness,CFL1 Trainer - Head Coach,,,,,,,,,,,,,,"Holland, Michigan, United States of America",,,,,,,,,Yes,web search ,,2 positions,,,,,,,,,,,,,,
Sport Administration,,5/1/2019,Masters,College of Lib. Arts & Soc Sci,,,U.S. Citizen,,,,,,Sport Administration,,Masters,5/1/2019,,submitted,2019-12-03 17:52:03 UTC,Working,Getfit615,Sports & Leisure,Organization,Full-Time,General Management,Studio Manager,,Yes,,,,,,,,,,,,"Nashville, Tennessee, United States of America",,,6/1/2018,,,,,,Yes,LinkedIn,,,This was the same position as when I was a student,,,,,,,,,,,,Full-time job,
Sport Administration,,5/1/2019,Masters,College of Lib. Arts & Soc Sci,,,U.S. Citizen,,,,"Great Falls, Montana, United States of America",,Sport Administration,,Masters,5/1/2019,,submitted,2019-12-02 22:46:08 UTC,Working,HCA Healthcare,Healthcare,Organization,Full-Time,Product / Project Management,Project Manager Assistant,,,,,,,,,,,,,,"Nashville, Tennessee, United States of America",,,,,,,,,Yes,Survey Response,,,,,,,,,,,,,,,,
Sport Administration,,5/1/2019,Masters,College of Lib. Arts & Soc Sci,,,U.S. Citizen,,,,,,Sport Administration,,Masters,5/1/2019,,submitted,2019-12-03 18:10:36 UTC,Working,Liffey Celtics,Sports & Leisure,Organization,Part-Time,Recreation/Fitness,Professional Basketball Player,,,,,,,,,,,,,,"Kildare, County Kildare, Ireland",,,9/1/2019,,,,,,Yes,LinkedIn,,,New position and a new employer / organization since graduation,,,,,,,,,,,,Part-time job,
Sport Administration,,5/1/2019,Masters,College of Lib. Arts & Soc Sci,,,U.S. Citizen,,,,,,Sport Administration,,Masters,5/1/2019,,submitted,2019-12-03 15:57:33 UTC,Working,lululemon athletica,Fashion,Organization,Full-Time,Marketing - Brand Management,Key Leader - Community & Social Media,,Yes,,,,,,,,,,,,"Franklin, Tennessee, United States of America",,,8/1/2017,,,,,,Yes,LinkedIn,,,New or better position with the same employer / organization since graduation,,,,,,,,,,,,Part-time job,
Sport Administration,,5/1/2019,Masters,College of Lib. Arts & Soc Sci,,,U.S. Citizen,,,,,,Sport Administration,,Masters,5/1/2019,,submitted,2019-12-03 16:42:24 UTC,Working,Marquette University ,Higher Education,Organization,Full-Time,"Advertising, Media & PR", Program Specialist,,,,,,,,,,,,,,"Milwaukee, Wisconsin, United States of America",,,8/1/2019,,,,,,Yes,web search ,,Only 1 position,New position and a new employer / organization since graduation,,,,,,,,,,,,Full-time job,
Sport Administration,,5/1/2019,Masters,College of Lib. Arts & Soc Sci,,,Student (F-1) Visa,,,,,,Sport Administration,,Masters,5/1/2019,,submitted,2019-12-03 17:22:05 UTC,Working,Marshall University,Higher Education,Organization,Full-Time,Recreation/Fitness,Assistant Stength and Conditioning Coach,,,,,,,,,,,,,,"Huntington, West Virginia, United States of America",,,8/1/2019,,,,,,Yes,LinkedIn,,,New position and a new employer / organization since graduation,,,,,,,,,,,,Full-time job,
Sport Administration,,5/1/2019,Masters,College of Lib. Arts & Soc Sci,,,U.S. Citizen,,,,,,Sport Administration,,Masters,5/1/2019,,submitted,2019-12-20 17:58:58 UTC,Working,Martin Methodist College,Higher Education,Organization,Full-Time,Recreation/Fitness,Head Spirit Coach,,,,,,,,,,,,,,"Pulaski, Tennessee, United States of America",,,,,,,,,Yes,Survey Response,,,,,,,,,,,,,,,,
Sport Administration,,5/1/2019,Masters,College of Lib. Arts & Soc Sci,,,U.S. Citizen,,,,,,Sport Administration,,Masters,5/1/2019,,submitted,2019-12-20 18:01:57 UTC,Working,MPOWER Performance Institute,Healthcare,Organization,Full-Time,Recreation/Fitness,Athletic Trainer,,,,,,,,,,,,,,"Nashville, Tennessee, United States of America",,,,,,,,,Yes,Survey Response,,,,,,,,,,,,,,,,
Sport Administration,,5/1/2019,Masters,College of Lib. Arts & Soc Sci,,,U.S. Citizen,,,,,,Sport Administration,,Masters,5/1/2019,,submitted,2019-12-03 19:16:18 UTC,Working,Nashville Predators,Sports & Leisure,Organization,Full-Time,"Advertising, Media & PR",Amatuer Hockey and Fan Development Coordinator,,,,,,,,,,,,,,"Nashville, Tennessee, United States of America",,,7/1/2019,,,,,,Yes,LinkedIn,,Only 1 position,New or better position with the same employer / organization since graduation,,,,,,,,,,,,,
Sport Administration,,5/1/2019,Masters,College of Lib. Arts & Soc Sci,,,U.S. Citizen,,,,,,Sport Administration,,Masters,5/1/2019,,submitted,2019-12-03 18:50:20 UTC,Working,Nashville Soccer Club,Sports & Leisure,Organization,Full-Time,Recreation/Fitness,"Account Executive, Season Ticket Sales",,,,,,,,,,,,,,"Nashville, Tennessee, United States of America",,,9/1/2019,,,,,,Yes,LinkedIn,,Only 1 position,New position and a new employer / organization since graduation,,,,,,,,,,,,,
Sport Administration,,5/1/2019,Masters,College of Lib. Arts & Soc Sci,,,U.S. Citizen,,,,,,Sport Administration,,Masters,5/1/2019,,submitted,2019-12-03 20:03:58 UTC,Working,Nashville Soccer Club,Sports & Leisure,Organization,Full-Time,Marketing - Brand Management,"Coordinator, Marketing and Brand",,,,,,,,,,,,,,"Nashville, Tennessee, United States of America",,,5/1/2019,,,,,,Yes,LinkedIn,,,New or better position with the same employer / organization since graduation,,,,,,,,,,,,,
Sport Administration,,5/1/2019,Masters,College of Lib. Arts & Soc Sci,,,U.S. Citizen,,,,,,Sport Administration,,Masters,5/1/2019,,submitted,2019-12-03 20:00:32 UTC,Working,Nashville Soccer Club,Sports & Leisure,Organization,Full-Time,Data & Analytics," Analyst, Business Intelligence and CRM",,,,,,,,,,,,,,"Nashville, Tennessee, United States of America",,,5/1/2019,,,,,,Yes,LinkedIn,,Only 1 position,New or better position with the same employer / organization since graduation,,,,,,,,,,,,,
Sport Administration,,5/1/2019,Bachelors,College of Lib. Arts & Soc Sci,,,U.S. Citizen,,,,,,Sport Administration,,Bachelors,5/1/2019,,submitted,2019-12-03 17:36:06 UTC,Working,Rick's Barbecue Incorporated,Restaurants & Food Service,Organization,Full-Time,Other,Company Account Specialist,,,,,,,,,,,,,,"Leoma, Tennessee, United States of America",,,7/1/2019,,,,,,Yes,LinkedIn,,,New position and a new employer / organization since graduation,,,,,,,,,,,,Full-time job,
Sport Administration,,5/1/2019,Masters,College of Lib. Arts & Soc Sci,,,U.S. Citizen,,,,,,Sport Administration,,Masters,5/1/2019,,submitted,2019-12-03 18:07:55 UTC,Working,SmileDirectClub,Healthcare,Organization,Full-Time,Operations / Production,Operations Coordinator,,,,,,,,,,,,,,"Nashville, Tennessee, United States of America",,,6/1/2019,,,,,,Yes,LinkedIn,,,,,,,,,,,,,,,Full-time job,
Sport Administration,,5/1/2019,Masters,College of Lib. Arts & Soc Sci,,,U.S. Citizen,,,,,,Sport Administration,,Masters,5/1/2019,,submitted,2019-12-03 19:57:27 UTC,Working,Southern Tennis Association (USTA Southern),Non-Profit - Other,Organization,Full-Time,Recreation/Fitness,Managing of Adult Tournaments & Social Play,,,,,,,,,,,,,,"Peachtree Corners, Georgia, United States of America",,,10/1/2019,,,,,,Yes,LinkedIn,,,New position and a new employer / organization since graduation,,,,,,,,,,,,,
Sport Administration,,5/1/2019,Masters,College of Lib. Arts & Soc Sci,,,U.S. Citizen,,,,,,Sport Administration,,Masters,5/1/2019,,submitted,2019-11-14 21:04:06 UTC,Working,StyleBlueprint,Other Industries,Organization,Full-Time,,Client Sucess Representative ,,,,,,,,,,,,,,"Nashville, Tennessee, United States of America",,,,,,,,,Yes,Survey Response,,,,,,,,,,,,,,,,
Sport Administration,,5/1/2019,Masters,College of Lib. Arts & Soc Sci,,,U.S. Citizen,,,,,,Sport Administration,,Masters,5/1/2019,,submitted,2019-12-03 17:58:29 UTC,Working,Tennessee State Soccer Association,Sports & Leisure,Organization,Full-Time,"Advertising, Media & PR",Digital Content and TSRP Coordinator,,Yes,,,,,,,,,,,,"Nashville, Tennessee, United States of America",,,6/1/2019,,,,,,Yes,LinkedIn,,2 positions,New or better position with the same employer / organization since graduation,,,,,,,,,,,,Full-time job,
Sport Administration,,5/1/2019,Masters,College of Lib. Arts & Soc Sci,,,U.S. Citizen,,,,,,Sport Administration,,Masters,5/1/2019,,submitted,2019-12-03 19:48:20 UTC,Working,Tennessee State University,Higher Education,Organization,Full-Time,Operations / Production, Director of Football Operations,,,,,,,,,,,,,,"Nashville, Tennessee, United States of America",,,6/1/2019,,,,,,Yes,LinkedIn,,Only 1 position,New position and a new employer / organization since graduation,,,,,,,,,,,,,
Sport Administration,,5/1/2019,Masters,College of Lib. Arts & Soc Sci,,,U.S. Citizen,,,,,,Sport Administration,,Masters,5/1/2019,,submitted,2019-12-03 18:25:47 UTC,Working,The IRONMAN Group,Sports & Leisure,Organization,Full-Time,"Advertising, Media & PR",Marketing Coordinator at Rock â€˜nâ€™ Roll Marathon Series,,Yes,,,,,,,,,,,,"Nashville, Tennessee, United States of America",,,4/1/2019,,,,,,Yes,Survey Response,,,New position and a new employer / organization since graduation,,,,,,,,,,,,,
Sport Administration,,5/1/2019,Masters,College of Lib. Arts & Soc Sci,,,U.S. Citizen,,,,,,Sport Administration,,Masters,5/1/2019,,submitted,2019-12-03 16:32:35 UTC,Working,Vanderbilt Athletics,Sports & Leisure,Organization,Full-Time,Finance,Financial Unit Manager,,Yes,,,,,,,,,,,,"Nashville, Tennessee, United States of America",,,1/1/2019,,,,,,Yes,web search ,,Only 1 position,New or better position with the same employer / organization since graduation,,,,,,,,,,,,Full-time job,
Sport Administration,,5/6/2019,Masters,College of Lib. Arts & Soc Sci,,,U.S. Citizen,,,,,,Sport Administration,,Masters,5/1/2019,,submitted,2019-12-03 18:06:50 UTC,Working,"Flood, Bumstead, McCready, & McCarthy, Inc.",Management Consulting,Organization,Full-Time,Finance,Account Assistant,,Yes,,,,,,,,,,,,"Nashville, Tennessee, United States of America",,,4/1/2019,,,,,,Yes,LinkedIn,,,,,,,,,,,,,,,Full-time job,
Sport Administration,,5/6/2019,Masters,College of Lib. Arts & Soc Sci,,,U.S. Citizen,,,,,,Sport Administration,,Masters,5/1/2019,,submitted,2019-12-03 19:04:26 UTC,Working,PGA TOUR,Non-Profit - Other,Organization,Full-Time,Other,Tournament Operations Coordinator,,,,,,,,,,,,,,"Nashville, Tennessee, United States of America",,,4/1/2019,,,,,,Yes,LinkedIn,,Only 1 position,New position and a new employer / organization since graduation,,,,,,,,,,,,,
Sport Administration,,5/18/2019,Masters,College of Lib. Arts & Soc Sci,,,U.S. Citizen,,,,,,Sport Administration,,Masters,5/1/2019,,submitted,2019-12-03 19:35:44 UTC,Working,CBS Interactive,"Journalism, Media & Publishing",Organization,Full-Time,Other,Shared Services Manager,,Yes,,,,,,,,,,,,,,,11/1/2018,,,,,,Yes,LinkedIn,,,,,,,,,,,,,,,,
Sport Administration,,5/21/2019,Masters,College of Lib. Arts & Soc Sci,,,U.S. Citizen,,,,,,Sport Administration,,Masters,5/1/2019,,submitted,2019-12-03 16:26:45 UTC,Working,Nashville Soccer Club,Sports & Leisure,Organization,Full-Time,Marketing - General,"Coordinator, Community Marketing & Events",,,,,,,,,,,,,,"Nashville, Tennessee, United States of America",,,5/1/2019,,,,,,Yes,LinkedIn,,,New or better position with the same employer / organization since graduation,,,Having an internship or experiential education experience with this organization during my time at Belmont,,,,,,,,,Full-time job,
Sport Administration,,,Masters,College of Lib. Arts & Soc Sci,,,U.S. Citizen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sport Administration,,,Bachelors,College of Lib. Arts & Soc Sci,,,U.S. Citizen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sport Administration,,,Masters,College of Lib. Arts & Soc Sci,,,U.S. Citizen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sport Administration,,,Masters,College of Lib. Arts & Soc Sci,,,U.S. Citizen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pharmacy,Professional MBA,5/1/2019,Doctorate,College of Pharmacy,,,U.S. Citizen,,,,,,Pharmacy,Professional MBA,Doctorate,5/1/2019,,submitted,2019-08-31 14:29:15 UTC,Working,Williamson Medical Center,Healthcare,Organization,Full-Time,Healthcare Services,Clinical Pharmacist Resident,,,,,,,,,,,,,,"Franklin, Tennessee, United States of America",3/18/2019,3/18/2019,6/24/2019,42000,Annual Salary,0,0,,,Survey Response,0,Only 1 position,New position and a new employer / organization since graduation,This is a professional position that aligns with my short term career goals,5,"Having an internship or experiential education experience with this organization during my time at Belmont, One of my professors or my academic advisor, My personal contacts (family and/or friends)",,,,,,,,,"Full-time job, Voluntary work (not for convocation credit)",3
Pharmacy,Professional MBA,5/1/2019,Doctorate,College of Pharmacy,,,U.S. Citizen,,,,,,Pharmacy,,Doctorate,5/1/2019,,submitted,2019-11-20 16:43:49 UTC,Working,CVS Health,Retail Stores,Organization,Full-Time,Healthcare Services,Staff Pharmacist,,,,,,,,,,,,,,"Nashville, Tennessee, United States of America",,11/1/2018,7/1/2019,107000,Annual Salary,,,,Yes,LinkedIn,,Only 1 position,New or better position with the same employer / organization since graduation,This is a professional position that aligns with my short term career goals,5,,,,,,,,,,,
Pharmacy,,5/1/2019,Doctorate,College of Pharmacy,,,U.S. Citizen,,,,,,Pharmacy,,Doctorate,5/1/2019,,submitted,2019-04-18 14:18:11 UTC,Working,Baptist Memorial Healthcare Corporation,Healthcare,Organization,Full-Time,Healthcare Services,PGY1 pharmacy residency,,,,,,,,,,,,,,"Memphis, Tennessee, United States of America",3/15/2019,3/15/2019,6/17/2019,46000,Annual Salary,0,,,,Survey Response,0,Only 1 position,New position and a new employer / organization since graduation,This is a professional position that aligns with my short term career goals,5,"One of my professors or my academic advisor, My personal contacts (family and/or friends), Other: Pharmacy Online Residency Centralized Application Service",,,,,,,,,"Part-time job, Voluntary work (not for convocation credit)",1
Pharmacy,,5/1/2019,Doctorate,College of Pharmacy,,,U.S. Citizen,,,,,,Pharmacy,,Doctorate,5/1/2019,,submitted,2019-05-01 14:43:59 UTC,Working,Ascension,Healthcare,Organization,Full-Time,Other,Pharmacy Resident,,,,,,,,,,,,,,"Nashville, Tennessee, United States of America",3/15/2019,3/15/2019,6/28/2019,46500,Annual Salary,0,0,,,Survey Response,0,Only 1 position,New position and a new employer / organization since graduation,This is a professional position that aligns with my short term career goals,5,Having an internship or experiential education experience with this organization during my time at Belmont,,,,,,,,,Part-time job,3
Pharmacy,,5/1/2019,Doctorate,College of Pharmacy,,,U.S. Citizen,,,,,,Pharmacy,,Doctorate,5/1/2019,,submitted,2019-05-06 14:31:07 UTC,Working,Ascension,Healthcare,Organization,Full-Time,Healthcare Services,Resident,,,,,,,,,,,,,,"Nashville, Tennessee, United States of America",4/1/2019,4/2/2019,6/28/2019,46500,Annual Salary,0,,,,Survey Response,0,Only 1 position,New position and a new employer / organization since graduation,I'm not sure.  None of the above describe my view of of my primary position,5,Having an internship or experiential education experience with this organization during my time at Belmont,,,,,,,,,Part-time job,2
Pharmacy,,5/1/2019,Doctorate,College of Pharmacy,,,U.S. Citizen,,,,,,Pharmacy,,Doctorate,5/1/2019,,submitted,2019-04-17 15:36:03 UTC,Working,HCA Healthcare,Healthcare,Organization,Full-Time,Healthcare Services,PGY-1 Pharmacy Practice Residency,,,,,,,,,,,,,,"Nashville, Tennessee, United States of America",3/15/2019,4/15/2019,6/17/2019,47000,Annual Salary,0,0,,,Survey Response,0,2 positions,New position and a new employer / organization since graduation,This is a professional position that aligns with my long term career goals,5,Having an internship or experiential education experience with this organization during my time at Belmont,,,,,,,,,"Part-time job, Voluntary work (not for convocation credit)",2
Pharmacy,,5/1/2019,Doctorate,College of Pharmacy,,,U.S. Citizen,,,,,,Pharmacy,,Doctorate,5/1/2019,,submitted,2019-05-01 13:57:05 UTC,Working,Baptist Health Madisonville,Healthcare,Organization,Full-Time,Other,PGY1 Resident,,,,,,,,,,,,,,"Madisonville, Kentucky, United States of America",3/15/2019,3/15/2019,6/24/2019,47500,Annual Salary,0,,,,Survey Response,2,Only 1 position,New or better position with the same employer / organization since graduation,This is a professional position that aligns with my short term career goals,5,"Having an internship or experiential education experience with this organization during my time at Belmont, My personal contacts (family and/or friends)",,,,,,,,,Part-time job,3
Pharmacy,,3/1/2019,Doctorate,College of Pharmacy,,,U.S. Citizen,,,,,,Pharmacy,,Doctorate,3/1/2019,,submitted,2019-03-28 19:15:28 UTC,Working,Jackson Hospital,Healthcare,Organization,Full-Time,Healthcare Services,PGY-1 Resident,,,,,,,,,,,,,,"Montgomery, Alabama, United States of America",3/15/2019,3/15/2019,6/24/2019,48000,Annual Salary,,,TRUE,,Survey Response,0,2 positions,New position and a new employer / organization since graduation,This is a professional position that aligns with my short term career goals,5,"Having an internship or experiential education experience with this organization during my time at Belmont, One of my professors or my academic advisor, My personal contacts (family and/or friends)",,,,,,,,,Part-time job,4
Pharmacy,,5/1/2019,Doctorate,College of Pharmacy,,,U.S. Citizen,,,,,,Pharmacy,,Doctorate,5/1/2019,,submitted,2019-05-01 21:01:31 UTC,Working,NYU Winthrop Hospital,Healthcare,Organization,Full-Time,Healthcare Services,PGY-1 pharmacy resident ,,,,,,,,,,,,,,"Mineola, New York, United States of America",3/15/2019,3/15/2019,6/24/2019,49950,Annual Salary,,,,,Survey Response,0,Only 1 position,New position and a new employer / organization since graduation,This is a professional position that aligns with my short term career goals,5,"An online job posting and/or social media site (LinkedIn, Indeed, company websites), My personal contacts (family and/or friends), Other: American society of health systems pharmacy ",,,,,,,,,Voluntary work (not for convocation credit),2
